rowid,text,party,user,url,text_clean,pred,score,party_test,accurate
14242,"Good to see Iowa advocates Jaclyn Strube, Chaney Kurtz + Melodee Pomerantz at panel discussionäó_ https://t.co/qevehCyuWC",Republican,ChuckGrassley,https://twitter.com/ChuckGrassley/status/746033156378230784,"Good to see Iowa advocates Jaclyn Strube, Chaney Kurtz + Melodee Pomerantz at panel discussion_ https://t.co/qevehCyuWC",Republican,0.5843650698661804,Republican,1
52249,RT @SenateMajLdr: It's been 30 years since we lost #Challenger. Today we honor our brave astronauts &amp; their commitment to exploration. httpäó_,Republican,McConnellPress,https://twitter.com/McConnellPress/status/692791891906170881,RT @SenateMajLdr: It's been years since we lost #Challenger. Today we honor our brave astronauts and  their commitment to exploration. http_,Democrat,0.5884977579116821,Republican,0
217336,"""Students suffer ObamaCare sticker shock as premiums soar, plans get cut"" http://t.co/0Jw5mS1E7V",Republican,SenJohnThune,https://twitter.com/SenJohnThune/status/402808521047437312,"""Students suffer ObamaCare sticker shock as premiums soar, plans get cut"" http://t.co/0Jw5mS1E7V",Democrat,0.5935865044593811,Republican,0
179051,Congrats to the @NevadaWolfPack boxing team on winning the 2015 @NCBABoxing National Team Title! Story via @rgj http://t.co/o8ZL1Z81CU,Republican,SenDeanHeller,https://twitter.com/SenDeanHeller/status/588027599315722242,Congrats to the @NevadaWolfPack boxing team on winning the @NCBABoxing National Team Title! Story via @rgj http://t.co/o8ZL1Z81CU,Republican,0.506653904914856,Republican,1
21871,We can streamline the VA Choice Program &amp; support community providers. How? Learn more: https://t.co/1foAKDCecm https://t.co/FZH5rTWYKn,Republican,JerryMoran,https://twitter.com/JerryMoran/status/839581609527504903,We can streamline the VA Choice Program and  support community providers. How? Learn more: https://t.co/1foAKDCecm https://t.co/FZH5rTWYKn,Republican,0.5287861824035645,Republican,1
272062,Join me in celebrating #NPS100 birthdayäóî I encourage you to take advantage of our national parks in AR! https://t.co/FpgSxJaMtc,Republican,SenTomCotton,https://twitter.com/SenTomCotton/status/779730397429174272,Join me in celebrating #NPS100 birthday I encourage you to take advantage of our national parks in AR! https://t.co/FpgSxJaMtc,Republican,0.5359581708908081,Republican,1
163918,Just announced new grants to help strengthen communities &amp; create a jobs-friendly environment in #WV. Details here: https://t.co/xXHoaccdTA,Republican,SenCapito,https://twitter.com/SenCapito/status/870296055686062080,Just announced new grants to help strengthen communities and  create a jobs-friendly environment in #WV. Details here: https://t.co/xXHoaccdTA,Republican,0.5618904829025269,Republican,1
252553,US Now Faces Even 'Tougher' Debt Crisis: Sen. Shelby http://t.co/TVwXjzCM,Republican,SenShelby,https://twitter.com/SenShelby/status/286905198830571520,US Now Faces Even 'Tougher' Debt Crisis: Sen. Shelby http://t.co/TVwXjzCM,Republican,0.9245317578315735,Republican,1
266226,.@fayobserver: Protection for Fort Bragg's 440th Airlift Wing included in defense spending bill.  http://t.co/IktbvewZ9e #ncpol,Republican,SenThomTillis,https://twitter.com/SenThomTillis/status/649322078169112576,.@fayobserver: Protection for Fort Bragg's th Airlift Wing included in defense spending bill. http://t.co/IktbvewZ9e #ncpol,Republican,0.6303790807723999,Republican,1
216888,".@nancook on my bill to combat long-term joblessness: ""Making a Move to Counter Unemployment &amp; Boost Social Mobility"" http://t.co/6BhjMBsMZ4",Republican,SenJohnThune,https://twitter.com/SenJohnThune/status/479659286793302016,".@nancook on my bill to combat long-term joblessness: ""Making a Move to Counter Unemployment and  Boost Social Mobility"" http://t.co/6BhjMBsMZ4",Democrat,0.7659825682640076,Republican,0
126899,"At #fbboost event: ""Washington needs to do all we can to help small businesses start, survive &amp; grow."" https://t.co/dJtkSJF0Qw",Republican,SenatorRisch,https://twitter.com/SenatorRisch/status/900755334658228232,"At #fbboost event: ""Washington needs to do all we can to help small businesses start, survive and  grow."" https://t.co/dJtkSJF0Qw",Republican,0.5281633734703064,Republican,1
213605,"Must-read @WSJ: ""Ending the Catfish Fight: The Senate can roll back protectionist barrier to freer trade with Asia"" https://t.co/inyOfN1nmm",Republican,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/735204939090268160,"Must-read @WSJ: ""Ending the Catfish Fight: The Senate can roll back protectionist barrier to freer trade with Asia"" https://t.co/inyOfN1nmm",Republican,0.6271820068359375,Republican,1
68388,"Have something we can help you with? My staff will be in Harrisonville Thurs, June 23, at 9am: https://t.co/T4vLhtzWpH",Republican,RoyBlunt,https://twitter.com/RoyBlunt/status/745273590233210882,"Have something we can help you with? My staff will be in Harrisonville Thurs, June , at am: https://t.co/T4vLhtzWpH",Republican,0.5526652336120605,Republican,1
163767,Sat down w/ @FCC nominee Brendan Carr yesterday &amp; stressed the importance of one of my top priorities - closing theäó_ https://t.co/QaMJiMtP8P,Republican,SenCapito,https://twitter.com/SenCapito/status/885523634974076928,Sat down w/ @FCC nominee Brendan Carr yesterday and  stressed the importance of one of my top priorities - closing the_ https://t.co/QaMJiMtP8P,Republican,0.695263683795929,Republican,1
283083,@Phillies_chants audibly.,Republican,SteveDaines,https://twitter.com/SteveDaines/status/832375177807851520,@Phillies_chants audibly.,Democrat,0.5385482311248779,Republican,0
33710,"ISIL is large, rich, and entrenched. If I were president, they would be small, poor, and on the run. https://t.co/Nq2EAE76Sv",Republican,LindseyGrahamSC,https://twitter.com/LindseyGrahamSC/status/674581020243398656,"ISIL is large, rich, and entrenched. If I were president, they would be small, poor, and on the run. https://t.co/Nq2EAE76Sv",Republican,0.5890282392501831,Republican,1
53430,Congratulations to Amelia of @GreathouseElem! Enjoyed seeing you in the office today.  https://t.co/hg8lr2IzXe,Republican,McConnellPress,https://twitter.com/McConnellPress/status/595644740772765696,Congratulations to Amelia of @GreathouseElem! Enjoyed seeing you in the office today. https://t.co/hg8lr2IzXe,Republican,0.5490432977676392,Republican,1
235914,"The #RAA will make federal regulations smarter &amp; more effective so they better support biz, families, &amp; job creation:https://t.co/ciMAga3Bu6",Republican,senrobportman,https://twitter.com/senrobportman/status/858753066983714816,"The #RAA will make federal regulations smarter and  more effective so they better support biz, families, and  job creation:https://t.co/ciMAga3Bu6",Republican,0.9729843139648438,Republican,1
175092,Iäó»ve joined @SenOrrinHatch @SenMikeLee @SenTedCruz @RandPaul in introducing Mens Rea Reform Act. More @DailySignal: https://t.co/FKfJDHOGG8,Republican,sendavidperdue,https://twitter.com/sendavidperdue/status/669172759109464064,Ive joined @SenOrrinHatch @SenMikeLee @SenTedCruz @RandPaul in introducing Mens Rea Reform Act. More @DailySignal: https://t.co/FKfJDHOGG8,Republican,0.9967086911201477,Republican,1
143487,"Voted for resolution to overturn BLM Rule aka Planning 2.0, returning power back to the states. It now awaits @POTUS's signature. #planlocal",Republican,SenatorWicker,https://twitter.com/SenatorWicker/status/839241531206795264,"Voted for resolution to overturn BLM Rule aka Planning , returning power back to the states. It now awaits @POTUS's signature. #planlocal",Republican,0.7082974910736084,Republican,1
18736,RT @SASCRepublicans: WATCH LIVE: SASC hearing on nominations to CENTCOM &amp; AFRICOM. http://t.co/pElux5qc,Republican,InhofePress,https://twitter.com/InhofePress/status/302071736051044352,RT @SASCRepublicans: WATCH LIVE: SASC hearing on nominations to CENTCOM and  AFRICOM. http://t.co/pElux5qc,Republican,0.9931662082672119,Republican,1
51837,"_ô__ôWe know we could never repay the debt we owe to our fallen heroes. This #MemorialDay, and every day, let us honor these brave men &amp; women",Republican,McConnellPress,https://twitter.com/McConnellPress/status/737304447349465089,"___We know we could never repay the debt we owe to our fallen heroes. This #MemorialDay, and every day, let us honor these brave men and  women",Republican,0.5624756813049316,Republican,1
118551,#HappyFathersDay! Wishing you all a blessed day with family. https://t.co/Cu26Rq9vhg,Republican,SenatorLankford,https://twitter.com/SenatorLankford/status/744522811343933440,#HappyFathersDay! Wishing you all a blessed day with family. https://t.co/Cu26Rq9vhg,Republican,0.5503832697868347,Republican,1
211509,"Glad our bill preserving Vets Choice Program signed into law - our vets deserve flexible, quality care in their cmty https://t.co/GJqvOgZo67",Republican,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/897173931144118274,"Glad our bill preserving Vets Choice Program signed into law - our vets deserve flexible, quality care in their cmty https://t.co/GJqvOgZo67",Republican,0.6456908583641052,Republican,1
237710,Pastor Jerome Smith from our #JosephProjectWI w/ @WCBizAlliance Tom Fotsch  @POTUS roundtable @WCTC. #WorkforceWeek https://t.co/JHSxlQpCkN,Republican,SenRonJohnson,https://twitter.com/SenRonJohnson/status/874757113549127680,Pastor Jerome Smith from our #JosephProjectWI w/ @WCBizAlliance Tom Fotsch @POTUS roundtable @WCTC. #WorkforceWeek https://t.co/JHSxlQpCkN,Republican,0.5330595374107361,Republican,1
260582,"RT @GovAbbott: Thank you to the brave men and women who are always ready, always there. https://t.co/q2mwbgW9p6",Republican,SenTedCruz,https://twitter.com/SenTedCruz/status/808793048477999104,"RT @GovAbbott: Thank you to the brave men and women who are always ready, always there. https://t.co/q2mwbgW9p6",Republican,0.7863261103630066,Republican,1
127611,"From the start, I have voted to defund Obamacare. Tomorrow I will vote to oppose cloture and to defund this abomination.",Republican,SenatorRisch,https://twitter.com/SenatorRisch/status/383349585034215424,"From the start, I have voted to defund Obamacare. Tomorrow I will vote to oppose cloture and to defund this abomination.",Republican,0.8383417725563049,Republican,1
236272,"Thx @TheCityClub, @metrohealthCLE, @aarondmarks, @JTharp48, &amp; @KayColbyHealth for all that you do to address theäó_ https://t.co/VYfVbOqrTK",Republican,senrobportman,https://twitter.com/senrobportman/status/845374067884601344,"Thx @TheCityClub, @metrohealthCLE, @aarondmarks, @JTharp48, and  @KayColbyHealth for all that you do to address the_ https://t.co/VYfVbOqrTK",Republican,0.5115914940834045,Republican,1
170702,Thanks to @jaredpolis for defending the honor of the @Broncos on House floor against @DocHastings!,Republican,SenCoryGardner,https://twitter.com/SenCoryGardner/status/430811417025839104,Thanks to @jaredpolis for defending the honor of the @Broncos on House floor against @DocHastings!,Republican,0.6216488480567932,Republican,1
28257,RT @autodealerstx: Thank you @JohnCornyn for meeting with our dealers and supporting recovery from #HurricaneHarvey https://t.co/aLDz0iYJml,Republican,JohnCornyn,https://twitter.com/JohnCornyn/status/908773940079857664,RT @autodealerstx: Thank you @JohnCornyn for meeting with our dealers and supporting recovery from #HurricaneHarvey https://t.co/aLDz0iYJml,Republican,0.9858117699623108,Republican,1
259250,Prayers for our friends in Brazoria Co. For those displaced here are shelters in the area https://t.co/gGgUUHBXZX,Republican,SenTedCruz,https://twitter.com/SenTedCruz/status/901837534413631489,Prayers for our friends in Brazoria Co. For those displaced here are shelters in the area https://t.co/gGgUUHBXZX,Republican,0.6036888957023621,Republican,1
216155,"Enjoyed reading House Mouse, Senate Mouse to the West Central Elementary School 2nd grade class. http://t.co/JGgarRhQyh",Republican,SenJohnThune,https://twitter.com/SenJohnThune/status/594247352514420738,"Enjoyed reading House Mouse, Senate Mouse to the West Central Elementary School nd grade class. http://t.co/JGgarRhQyh",Democrat,0.517520010471344,Republican,0
50990,"RT @SenateMajLdr: Joint statement w/ @SpeakerRyan, @senorrinhatch, @RepKevinBrady re @POTUS' plan for #taxreform, economic growth äå¥ https:äó_",Republican,McConnellPress,https://twitter.com/McConnellPress/status/857301395908825088,"RT @SenateMajLdr: Joint statement w/ @SpeakerRyan, @senorrinhatch, @RepKevinBrady re @POTUS' plan for #taxreform, economic growth https:_",Republican,0.9889148473739624,Republican,1
166316,Congrats to @ShepherdRamsFB on Saturdayäó»s win. On to the #NCAADII championship: https://t.co/U1CZfTiVtw via @TheJournalWV,Republican,SenCapito,https://twitter.com/SenCapito/status/676461427658506241,Congrats to @ShepherdRamsFB on Saturdays win. On to the #NCAADII championship: https://t.co/U1CZfTiVtw via @TheJournalWV,Republican,0.5021588802337646,Republican,1
261267,Congrats to Texans Simone Biles &amp; Madison Kocian &amp; the entire US womenäó»s gymnastics team for bringing home the gold! https://t.co/DyzxhUs262,Republican,SenTedCruz,https://twitter.com/SenTedCruz/status/763588348984172544,Congrats to Texans Simone Biles and  Madison Kocian and  the entire US womens gymnastics team for bringing home the gold! https://t.co/DyzxhUs262,Republican,0.5332353115081787,Republican,1
269103,"I also voted for HR 254, Bonneville Unit Clean Hydropower Facilitation Act, which passed the House 400/4 http://t.co/pRqyarXmDm",Republican,SenToddYoung,https://twitter.com/SenToddYoung/status/321988341539147776,"I also voted for HR , Bonneville Unit Clean Hydropower Facilitation Act, which passed the House /4 http://t.co/pRqyarXmDm",Republican,0.6699934601783752,Republican,1
62165,"My legislation will create new jobs, put people back to work, and give Americans the chance to succeed. https://t.co/AUngyxZXLG",Republican,RandPaul,https://twitter.com/RandPaul/status/722447188719243264,"My legislation will create new jobs, put people back to work, and give Americans the chance to succeed. https://t.co/AUngyxZXLG",Republican,0.6707693934440613,Republican,1
19618,"Saddened by passing of former Yuma County Sheriff Ralph Ogden. My condolences to Ralph's friends, family &amp; wife Patäó_ https://t.co/BRzS4yzUkM",Republican,JeffFlake,https://twitter.com/JeffFlake/status/837005953291730947,"Saddened by passing of former Yuma County Sheriff Ralph Ogden. My condolences to Ralph's friends, family and  wife Pat_ https://t.co/BRzS4yzUkM",Republican,0.6234728097915649,Republican,1
228570,RT @nxthompson: Orrin Hatch has anti-trust concerns. But he'd like you please not to call him a hipster. @nitashatiku https://t.co/Iwph8U74äó_,Republican,senorrinhatch,https://twitter.com/senorrinhatch/status/893246904980692994,RT @nxthompson: Orrin Hatch has anti-trust concerns. But he'd like you please not to call him a hipster. @nitashatiku https://t.co/Iwph8U74_,Republican,0.9701952338218689,Republican,1
251386,Tonight it was my distinct privilege to speak on the Senate floor in support of my friend &amp; our Attorney General Jeäó_ https://t.co/VWjz7c7ecK,Republican,SenShelby,https://twitter.com/SenShelby/status/829504231203885057,Tonight it was my distinct privilege to speak on the Senate floor in support of my friend and  our Attorney General Je_ https://t.co/VWjz7c7ecK,Republican,0.6416389346122742,Republican,1
271052,Jim Donovan is a true conservative and exceptionally well-qualified to be Deputy Treasury Secretary. Statement: https://t.co/nKWzRvOa6H,Republican,SenTomCotton,https://twitter.com/SenTomCotton/status/841814342718885888,Jim Donovan is a true conservative and exceptionally well-qualified to be Deputy Treasury Secretary. Statement: https://t.co/nKWzRvOa6H,Republican,0.9978702664375305,Republican,1
22888,Discussing #Ebola response &amp; preparedness this afternoon with @CDCgov director @DrFriedenCDC and Kansas Hospital Administrators.,Republican,JerryMoran,https://twitter.com/JerryMoran/status/525395304464781312,Discussing #Ebola response and  preparedness this afternoon with @CDCgov director @DrFriedenCDC and Kansas Hospital Administrators.,Democrat,0.5375165939331055,Republican,0
137070,RIP #ChuckBerry. #Legend,Republican,SenatorTimScott,https://twitter.com/SenatorTimScott/status/843260212769411072,RIP #ChuckBerry. #Legend,Republican,0.5682095289230347,Republican,1
97121,"Sen. Collins, @MarkUdall offer bill to give FAA flexibility &amp; avoid further disruption to air travel: http://t.co/wHpXdvlS3a",Republican,SenatorCollins,https://twitter.com/SenatorCollins/status/327486684545556480,"Sen. Collins, @MarkUdall offer bill to give FAA flexibility and  avoid further disruption to air travel: http://t.co/wHpXdvlS3a",Republican,0.9120712876319885,Republican,1
143089,"At 844 feet long, The Tripoli (LHA-7) will support a crew of more than 1000 @USNavy Sailors &amp; almost 2000 @USMC Maräó_ https://t.co/YbLyPI3xuH",Republican,SenatorWicker,https://twitter.com/SenatorWicker/status/908760327860482048,"At feet long, The Tripoli (LHA-7) will support a crew of more than @USNavy Sailors and  almost @USMC Mar_ https://t.co/YbLyPI3xuH",Republican,0.5119176506996155,Republican,1
212517,"Must-read @WSJ: ""A Poisoning in #Moscow"" https://t.co/FuwPrCLXZX",Republican,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/827927027684610049,"Must-read @WSJ: ""A Poisoning in #Moscow"" https://t.co/FuwPrCLXZX",Republican,0.5360727906227112,Republican,1
282938,"Intent of well placed shot is not to harm an elk, but to kill it. Thx @SecretaryZinke for your horse sense. https://t.co/1L3ZAwiLVt",Republican,SteveDaines,https://twitter.com/SteveDaines/status/837410047013564421,"Intent of well placed shot is not to harm an elk, but to kill it. Thx @SecretaryZinke for your horse sense. https://t.co/1L3ZAwiLVt",Republican,0.6774713397026062,Republican,1
24927,Thank you for sharing with the committee the benefits of the bill to #Arkansas. https://t.co/xwTnJwLNHl,Republican,JohnBoozman,https://twitter.com/JohnBoozman/status/887769093104955395,Thank you for sharing with the committee the benefits of the bill to #Arkansas. https://t.co/xwTnJwLNHl,Republican,0.6179608106613159,Republican,1
178000,"RT @TMRPA1: Join @CityofReno, @RTCWashoe, @washoecounty, @Aces in helping local seniors in need: https://t.co/8IvaMu0VVF https://t.co/UKRZjäó_",Republican,SenDeanHeller,https://twitter.com/SenDeanHeller/status/674682389856198657,"RT @TMRPA1: Join @CityofReno, @RTCWashoe, @washoecounty, @Aces in helping local seniors in need: https://t.co/8IvaMu0VVF https://t.co/UKRZj_",Democrat,0.5180737972259521,Republican,0
139342,"RT @RichlandSC: UPDATE: All volunteer and donation requests can be made to one number, 1-888-585-9643. Please call this number... http://t.äó_",Republican,SenatorTimScott,https://twitter.com/SenatorTimScott/status/651829443577692160,"RT @RichlandSC: UPDATE: All volunteer and donation requests can be made to one number, -888-585-9643. Please call this number... http://t._",Republican,0.6177263259887695,Republican,1
233682,Always a pleasure to have Kansans w/ the Livestock Mktg Association in town. Thanks for stopping by! @sellatauction http://t.co/iSjCD8Wrer,Republican,SenPatRoberts,https://twitter.com/SenPatRoberts/status/648596518115614720,Always a pleasure to have Kansans w/ the Livestock Mktg Association in town. Thanks for stopping by! @sellatauction http://t.co/iSjCD8Wrer,Republican,0.5551955699920654,Republican,1
262428,#Immigration executive actions run afoul of the law. @SenatorWicker &amp; I back up that fact before #SCOTUS hears case: https://t.co/mLvmXJqMpE,Republican,SenThadCochran,https://twitter.com/SenThadCochran/status/717099856628682752,#Immigration executive actions run afoul of the law. @SenatorWicker and  I back up that fact before #SCOTUS hears case: https://t.co/mLvmXJqMpE,Republican,0.932737410068512,Republican,1
227988,Hatch statement on the confirmation of Makan Delrahim to lead DOJ's  Antitrust Division. https://t.co/Xca2aQd3xZäó_ https://t.co/BRyHWnaxJ3,Republican,senorrinhatch,https://twitter.com/senorrinhatch/status/913153052663844872,Hatch statement on the confirmation of Makan Delrahim to lead DOJ's Antitrust Division. https://t.co/Xca2aQd3xZ_ https://t.co/BRyHWnaxJ3,Republican,0.9165636897087097,Republican,1
55494,"Op-Ed: In 1962, the U.S. Senate passed a resolution to establish the U.S. Senate Youth Program (USSYP). #idpol http://t.co/QR8nuI0ti6",Republican,MikeCrapo,https://twitter.com/MikeCrapo/status/443035199371501568,"Op-Ed: In , the U.S. Senate passed a resolution to establish the U.S. Senate Youth Program (USSYP). #idpol http://t.co/QR8nuI0ti6",Republican,0.5204200744628906,Republican,1
155952,"Appreciated the opportunity to meet with students, teachers and parents from @usjbruins during their spring break täó_ https://t.co/3aUQ272m6p",Republican,SenBobCorker,https://twitter.com/SenBobCorker/status/849712662455955457,"Appreciated the opportunity to meet with students, teachers and parents from @usjbruins during their spring break t_ https://t.co/3aUQ272m6p",Republican,0.5077195167541504,Republican,1
262033,RT @SenThadCochran: Deeply saddened by the loss of life in today's @USMC KC-130 crash in the Mississippi Delta. Our thoughts &amp; prayers areäó_,Republican,SenThadCochran,https://twitter.com/SenThadCochran/status/884767408589856768,RT @SenThadCochran: Deeply saddened by the loss of life in today's @USMC KC-130 crash in the Mississippi Delta. Our thoughts and  prayers are_,Republican,0.9104366898536682,Republican,1
274539,You can watch my #VeteransDay address here:  http://t.co/ldf2sIbp4h,Republican,SenToomey,https://twitter.com/SenToomey/status/532211642466304000,You can watch my #VeteransDay address here: http://t.co/ldf2sIbp4h,Republican,0.5468238592147827,Republican,1
259059,#Texans persevere &amp; will prevail! #TexasStrong #TexansHelpingTexans https://t.co/SzuYqqUNA2,Republican,SenTedCruz,https://twitter.com/SenTedCruz/status/904792243260850177,#Texans persevere and  will prevail! #TexasStrong #TexansHelpingTexans https://t.co/SzuYqqUNA2,Republican,0.7635668516159058,Republican,1
24566,#Olympics [Spoiler Alert] Congrats to Kansas State student-athlete @Erik_Kynard on his silver medal winning performance in the high jump.,Republican,JerryMoran,https://twitter.com/JerryMoran/status/232930515970310145,#Olympics [Spoiler Alert] Congrats to Kansas State student-athlete @Erik_Kynard on his silver medal winning performance in the high jump.,Democrat,0.5545905828475952,Republican,0
34716,RT @EnergyGOP: Sen. @lisamurkowski @SenDanSullivan @repdonyoung ready to welcome @SecretaryZinke to #Alaska äì¥ä_ç¥https://t.co/ELR7TTC8mx,Republican,lisamurkowski,https://twitter.com/lisamurkowski/status/868195304729915398,RT @EnergyGOP: Sen. @lisamurkowski @SenDanSullivan @repdonyoung ready to welcome @SecretaryZinke to #Alaska _https://t.co/ELR7TTC8mx,Republican,0.9885566234588623,Republican,1
158444,#SFRC markup of Syria Transition Support Act today at 2:15pm ET. Watch it live: http://t.co/2aKSbBIvnL Bill info: http://t.co/a2YgrJhAhs,Republican,SenBobCorker,https://twitter.com/SenBobCorker/status/336849356177149952,#SFRC markup of Syria Transition Support Act today at :15pm ET. Watch it live: http://t.co/2aKSbBIvnL Bill info: http://t.co/a2YgrJhAhs,Republican,0.6683369278907776,Republican,1
212906,"Congrats @AM34! @AP: ""Scottsdale's Auston Matthews first ever with 4 goals in NHL debut with Toronto Maple Leafs"" https://t.co/gzsO2RRtUj",Republican,SenJohnMcCain,https://twitter.com/SenJohnMcCain/status/786591105131294720,"Congrats @AM34! @AP: ""Scottsdale's Auston Matthews first ever with goals in NHL debut with Toronto Maple Leafs"" https://t.co/gzsO2RRtUj",Republican,0.5149349570274353,Republican,1
158524,"Corker: ""her courage, clear thinking and lifelong friendship with the United States continues to inspire us all"" http://t.co/v3jqBYAnZW",Republican,SenBobCorker,https://twitter.com/SenBobCorker/status/321264567722319873,"Corker: ""her courage, clear thinking and lifelong friendship with the United States continues to inspire us all"" http://t.co/v3jqBYAnZW",Republican,0.6691358685493469,Republican,1
252563,"Sen. Inouye was a great American, a respected legislator &amp; a loyal friend. My thoughts &amp; prayers are with his family &amp; friends this evening.",Republican,SenShelby,https://twitter.com/SenShelby/status/280811612389130241,"Sen. Inouye was a great American, a respected legislator and  a loyal friend. My thoughts and  prayers are with his family and  friends this evening.",Democrat,0.6662923693656921,Republican,0
271611,"John Glenn 1921 äóñ 2016, Rest in Peace to an American hero. https://t.co/SDUnww9LlD",Republican,SenTomCotton,https://twitter.com/SenTomCotton/status/806974463220793349,"John Glenn , Rest in Peace to an American hero. https://t.co/SDUnww9LlD",Republican,0.5100263357162476,Republican,1
67806,Are you near Richmond? My staff will be at the Ray County Courthouse from 1-2pm on Oct. 11th. Stop by: https://t.co/RWuagOmWdG #KC,Republican,RoyBlunt,https://twitter.com/RoyBlunt/status/784139166154002432,Are you near Richmond? My staff will be at the Ray County Courthouse from -2pm on Oct. th. Stop by: https://t.co/RWuagOmWdG #KC,Republican,0.5199756622314453,Republican,1
217345,Thank you to Claude Hone for sharing his story in Sioux Falls and to all veterans today and every day. http://t.co/ekdvMgZmZ8,Republican,SenJohnThune,https://twitter.com/SenJohnThune/status/400028209346920448,Thank you to Claude Hone for sharing his story in Sioux Falls and to all veterans today and every day. http://t.co/ekdvMgZmZ8,Republican,0.554298996925354,Republican,1
271117,I joined my colleagues in introducing a resolution to rescind an Obama Administration education regulation: https://t.co/gb90utAZEL,Republican,SenTomCotton,https://twitter.com/SenTomCotton/status/838841730287951872,I joined my colleagues in introducing a resolution to rescind an Obama Administration education regulation: https://t.co/gb90utAZEL,Republican,0.5123651623725891,Republican,1
168750,Farmers &amp; ranchers impacted by the devastating fires in NE CO can contact my office for assistance. Learn more here: https://t.co/kZMIPnoo5o,Republican,SenCoryGardner,https://twitter.com/SenCoryGardner/status/844600578042933248,Farmers and  ranchers impacted by the devastating fires in NE CO can contact my office for assistance. Learn more here: https://t.co/kZMIPnoo5o,Republican,0.5694366693496704,Republican,1
